time x y z V_A gamma chi
0 37.5 0 -30 15 -0 0
0.144142 37.5 0 -30 15 -0 0
0.288284 38.7973 0 -30 15 -0 0
0.432425 40.0946 0 -30 15 -0 0
0.576567 41.3918 0 -30 15 -0 0
0.720709 42.6891 0 -30 15 -0 0
0.864851 43.9864 0 -30 15 -0 0
1.00899 45.2837 0 -30 15 -0 0
1.15313 46.5809 0 -30 15 -0 0
1.29728 47.8782 0 -30 15 0.000133884 6.27493
1.48159 47.8782 0 -30 15 0.000133884 6.27493
1.6659 49.537 -0.0137015 -30.0002 15 0.000918292 6.25841
1.85022 51.1955 -0.0548047 -30.0017 15 0.00243515 6.24189
2.03453 52.8535 -0.123306 -30.0058 15 0.00462784 6.22538
2.21885 54.5106 -0.219197 -30.0135 15 0.00743987 6.20888
2.40316 56.1667 -0.342471 -30.0258 15 0.0108149 6.1924
2.58748 57.8214 -0.493113 -30.0438 15 0.0146968 6.17592
2.77179 59.4745 -0.671111 -30.0682 15 0.0190296 6.15946
2.9561 61.1257 -0.876445 -30.0999 15 0.0237578 6.14302
3.14042 62.7747 -1.1091 -30.1395 15 0.0288263 6.12661
3.32473 64.4212 -1.36904 -30.1875 15 0.0341802 6.11021
3.50905 66.0651 -1.65626 -30.2446 15 0.0397654 6.09384
3.69336 67.706 -1.97071 -30.3111 15 0.0455283 6.0775
3.87767 69.3436 -2.31237 -30.3873 15 0.051416 6.06119
4.06199 70.9777 -2.68121 -30.4735 15 0.0573763 6.04491
4.2463 72.608 -3.07719 -30.5699 15 0.0633581 6.02867
4.43062 74.2343 -3.50027 -30.6765 15 0.069311 6.01246
4.61493 75.8562 -3.95041 -30.7933 15 0.0751859 5.9963
4.79924 77.4735 -4.42757 -30.9203 15 0.0809346 5.98017
4.98356 79.086 -4.93169 -31.0574 15 0.0865102 5.96409
5.16787 80.6933 -5.46273 -31.2042 15 0.0918669 5.94805
5.35219 82.2952 -6.02064 -31.3605 15 0.0969602 5.93206
5.5365 83.8915 -6.60535 -31.5258 15 0.101747 5.91612
5.72082 85.4819 -7.21683 -31.6998 15 0.106185 5.90023
5.90513 87.066 -7.85499 -31.8818 15 0.110234 5.88439
6.08944 88.6437 -8.51979 -32.0713 15 0.113854 5.86861
6.27376 90.2147 -9.21116 -32.2676 15 0.117008 5.85288
6.45807 91.7787 -9.92902 -32.4698 15 0.119658 5.83721
6.64239 93.3354 -10.6733 -32.6773 15 0.121769 5.82159
6.8267 94.8847 -11.444 -32.8891 15 0.123305 5.80604
7.01101 96.4261 -12.2409 -33.1041 15 0.124234 5.79055
7.19533 97.9596 -13.064 -33.3215 15 0.124523 5.77512
7.37964 99.4847 -13.9132 -33.54 15 0.125045 5.76645
7.53671 99.4847 -13.9132 -33.54 15 0.125045 5.76645
7.69378 100.774 -14.6458 -33.7263 15 0.125045 5.76645
7.85085 102.063 -15.3783 -33.9127 15 0.125045 5.76645
8.00792 103.352 -16.1108 -34.0991 15 0.125045 5.76645
8.16498 104.641 -16.8433 -34.2854 15 0.125045 5.76645
8.32205 105.93 -17.5758 -34.4718 15 0.125045 5.76645
8.47912 107.219 -18.3083 -34.6582 15 0.125045 5.76645
8.63619 108.508 -19.0408 -34.8446 15 0.125045 5.76645
8.79326 109.797 -19.7733 -35.0309 15 0.125045 5.76645
8.95032 111.086 -20.5058 -35.2173 15 0.125045 5.76645
9.10739 112.376 -21.2383 -35.4037 15 0.125045 5.76645
9.26446 113.665 -21.9708 -35.5901 15 0.125045 5.76645
9.42153 114.954 -22.7033 -35.7764 15 0.125045 5.76645
