time x y z V_A gamma chi
0 37.5 0 -30 15 -0 0
0.236544 37.5 0 -30 15 -0 0
0.473089 41.0482 0 -30 15 -0 0
0.709633 44.5963 0 -30 15 -0 0
0.946178 48.1445 0 -30 15 -0 0
1.18272 51.6927 0 -30 15 -0.000128466 6.27225
1.37496 51.6927 0 -30 15 -0.000128466 6.27225
1.56721 54.5761 -0.0315349 -29.9996 15 -0.000862964 6.25038
1.75945 57.4581 -0.126124 -29.9971 15 -0.002233 6.2285
1.95169 60.3373 -0.283723 -29.9907 15 -0.00413236 6.20663
2.14393 63.2124 -0.504256 -29.9788 15 -0.00645674 6.18476
2.33617 66.082 -0.787618 -29.9602 15 -0.00910375 6.16289
2.52841 68.9448 -1.13367 -29.9339 15 -0.0119729 6.14101
2.72065 71.7992 -1.54225 -29.8994 15 -0.0149656 6.11914
2.91289 74.6441 -2.01317 -29.8562 15 -0.0179853 6.09727
3.10514 77.478 -2.54619 -29.8044 15 -0.0209374 6.0754
3.29738 80.2995 -3.14106 -29.744 15 -0.023729 6.05352
3.48962 83.1074 -3.7975 -29.6755 15 -0.0262695 6.03165
3.68186 85.9002 -4.51519 -29.5998 15 -0.0284703 6.00978
3.8741 88.6766 -5.29379 -29.5177 15 -0.0302445 5.98791
4.06634 91.4354 -6.13293 -29.4304 15 -0.0315073 5.96603
4.25858 94.1752 -7.03221 -29.3395 15 -0.032176 5.94416
4.45083 96.8946 -7.99119 -29.2467 15 -0.0323081 5.93322
4.77729 96.8946 -7.99119 -29.2467 15 -0.0323081 5.93322
5.10375 101.492 -9.66929 -29.0885 15 -0.0323081 5.93322
5.43022 106.09 -11.3474 -28.9304 15 -0.0323081 5.93322
5.75668 110.688 -13.0255 -28.7722 15 -0.0323081 5.93322
6.08315 115.286 -14.7036 -28.614 15 -0.0323081 5.93322
6.40961 119.883 -16.3817 -28.4558 15 -0.0323081 5.93322
6.73607 124.481 -18.0598 -28.2976 15 -0.0323081 5.93322
7.06254 129.079 -19.7379 -28.1394 15 -0.0323081 5.93322
7.389 133.676 -21.416 -27.9813 15 -0.0323081 5.93322
7.69798 133.676 -21.416 -27.9813 15 -0.0323081 5.93322
8.00695 138.028 -23.0042 -27.8315 15 -0.0323081 5.93322
8.31593 142.379 -24.5924 -27.6818 15 -0.0323081 5.93322
8.62491 146.731 -26.1806 -27.5321 15 -0.0323081 5.93322
8.93388 151.082 -27.7689 -27.3824 15 -0.0323081 5.93322
9.24286 155.434 -29.3571 -27.2327 15 -0.0323081 5.93322
9.55183 159.785 -30.9453 -27.083 15 -0.0323081 5.93322
9.86081 164.137 -32.5335 -26.9333 15 -0.0323081 5.93322
10.1698 168.488 -34.1217 -26.7836 15 -0.0325058 5.89094
10.3483 168.488 -34.1217 -26.7836 15 -0.0325058 5.89094
10.5267 170.96 -35.1442 -26.6966 15 -0.0334842 5.80639
10.7052 173.336 -36.3719 -26.607 15 -0.0350546 5.72183
10.8837 175.601 -37.7958 -26.5132 15 -0.0368525 5.63727
11.0622 177.737 -39.406 -26.4146 15 -0.0385761 5.55271
11.2406 179.729 -41.1908 -26.3113 15 -0.0399862 5.46815
11.4191 181.564 -43.1375 -26.2043 15 -0.040906 5.38359
11.5976 183.228 -45.2322 -26.0948 15 -0.0412215 5.29904
11.7761 184.708 -47.4599 -25.9845 15 -0.0408808 5.21448
11.9546 185.996 -49.8047 -25.8751 15 -0.0398946 5.12992
12.133 187.081 -52.2499 -25.7683 15 -0.0383359 5.04536
12.3115 187.955 -54.7779 -25.6657 15 -0.0363401 4.9608
12.49 188.613 -57.3707 -25.5684 15 -0.0341054 4.87624
12.6685 189.049 -60.0099 -25.4772 15 -0.0318923 4.79169
12.8469 189.261 -62.6764 -25.3918 15 -0.0300243 4.70713
13.0254 189.247 -65.3514 -25.3115 15 -0.0288873 4.62257
13.2039 189.007 -68.0155 -25.2342 15 -0.0286597 4.58029
13.4023 189.007 -68.0155 -25.2342 15 -0.0286597 4.58029
13.6006 188.615 -70.9639 -25.1489 15 -0.0286597 4.58029
13.799 188.223 -73.9123 -25.0637 15 -0.0286597 4.58029
13.9974 187.831 -76.8606 -24.9784 15 -0.0286597 4.58029
14.1957 187.44 -79.809 -24.8931 15 -0.0286597 4.58029
14.3941 187.048 -82.7574 -24.8079 15 -0.0286597 4.58029
14.5925 186.656 -85.7057 -24.7226 15 -0.0286597 4.58029
14.7908 186.264 -88.6541 -24.6374 15 -0.0286597 4.58029
14.9892 185.873 -91.6025 -24.5521 15 -0.0286597 4.58029
15.1876 185.481 -94.5508 -24.4668 15 -0.0286597 4.58029
15.3859 185.089 -97.4992 -24.3816 15 -0.0286597 4.58029
15.5843 184.697 -100.448 -24.2963 15 -0.0286597 4.58029
15.7827 184.306 -103.396 -24.211 15 -0.0286597 4.58029
